Doc ID,Question,Answer,Ground Truth,Prediction,Score,Stage,Text Output,Cumulative Confidences
4376,Is there a handbag in the image?,yes,yes,no,0.0,Stage 1,No,"[0.6186912060783936, 0.618690247341654]"
4376,Is there a handbag in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.5389015079544617, 0.5389009940718246]"
4377,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9928478003548218, 0.992847445384064]"
4377,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9945893288658691, 0.9945887361438916]"
4378,Is there a knife in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9687961340950562, 0.96878654856353]"
4378,Is there a knife in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9875146151588988, 0.987504373537985]"
4379,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9602828026817872, 0.96028016986131]"
4379,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9488190413521362, 0.9488176841504922]"
4380,Is there a traffic light in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.7878631354378296, 0.7878483899816876]"
4380,Is there a traffic light in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.849910318951471, 0.8498915753534807]"
4381,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9950736166046692, 0.9950729049720632]"
4381,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9951480032013488, 0.9951474101464314]"
4382,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9755381942795348, 0.9755342404077764]"
4382,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9739782811211182, 0.9739751463225248]"
4383,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9304062725113464, 0.9304051634736796]"
4383,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.936232328514917, 0.93623076610227]"
4384,Is there a tie in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8705349565552307, 0.8705311169356973]"
4384,Is there a tie in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9735819698380066, 0.9735790684349912]"
4385,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9941644073532654, 0.994163577857253]"
4385,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9941630960510804, 0.994162266556162]"
4386,Is there a bowl in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.6075523496674133, 0.6075509736363732]"
4386,Is there a bowl in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.7247290016220642, 0.7247234724510555]"
4387,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9974700213478638, 0.997465027324522]"
4387,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9949066043900086, 0.994900081373478]"
4388,Is there a dining table in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.939841091732843, 0.9398334732571862]"
4388,Is there a dining table in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9229573608444764, 0.922952519832756]"
4389,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9578549266861512, 0.957851272855367]"
4389,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9842962623642516, 0.984293563705744]"
4390,Is there a chair in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9882700444267822, 0.9882645074100248]"
4390,Is there a chair in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.891729474167688, 0.891725859974]"
4391,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.9183580876396727, 0.9183563361024658]"
4391,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.865071177582605, 0.8650695276767842]"
4392,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9888100029038024, 0.9888062309918692]"
4392,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9889808894203737, 0.988978767396506]"
4393,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9955129028366638, 0.9955121908898998]"
4393,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9942461849258972, 0.9942457109317964]"
4394,Is there a handbag in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8740237356232239, 0.8740223812178948]"
4394,Is there a handbag in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8976311088608337, 0.8976288618252948]"
4395,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9597287775086, 0.959727404701544]"
4395,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9799433351563048, 0.9799422838891604]"
4396,Is there a cell phone in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9796339870499208, 0.979629783014906]"
4396,Is there a cell phone in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9740100503967836, 0.9740079604953542]"
4397,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9952290059135986, 0.9952278196076942]"
4397,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9964467884110046, 0.996446075796367]"
4398,Is there a backpack in the image?,yes,yes,no,0.0,Stage 1,No,"[0.90592098246084, 0.9059180667081208]"
4398,Is there a backpack in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.8669481874512268, 0.8669456038309841]"
4399,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9842930437134338, 0.9842912837587464]"
4399,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9723498226212096, 0.9723487795002608]"
4400,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.7929965258644653, 0.7929795100843214]"
4400,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9620324970291688, 0.9620180470408496]"
4401,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9805424214409424, 0.9805341223656509]"
4401,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9688123465584352, 0.968807842489486]"
4402,Is there a dog in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9241017700241638, 0.9240623322940332]"
4402,Is there a dog in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9796397090958192, 0.979606426279968]"
4403,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.99011492739187, 0.9901129209656314]"
4403,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9882778526352478, 0.9882770280507708]"
4404,Is there a backpack in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9565975667046144, 0.9565855930920611]"
4404,Is there a backpack in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8961949349449707, 0.8961891659574696]"
4405,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9966056347893312, 0.996604328037845]"
4405,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9970001579330994, 0.9969992072193552]"
4406,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.991400420765741, 0.9913896661081574]"
4406,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9904175401733948, 0.9904109285220424]"
4407,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9972732664154602, 0.9972716021358614]"
4407,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9972723127411438, 0.99727136176788]"
4408,Is there a handbag in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9059171677635742, 0.9059151159730688]"
4408,Is there a handbag in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.5543877483414246, 0.5543871536033368]"
4409,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.9897913337753844, 0.9897873221354258]"
4409,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9877107740448547, 0.9877084192576328]"
4410,Is there a bottle in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9930694700287416, 0.9930665105503984]"
4410,Is there a bottle in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9218198658035828, 0.9218179977744128]"
4411,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9909817577408386, 0.9909784500814603]"
4411,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9886271358536316, 0.9886239539069548]"
4412,Is there a boat in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9762688876198364, 0.9762674911536172]"
4412,Is there a boat in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9871429801987244, 0.987142038884532]"
4413,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9045825005577636, 0.9045812066325752]"
4413,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.8353731037186218, 0.8353715104544119]"
4414,Is there a bench in the image?,yes,yes,no,0.0,Stage 1,No,"[0.8030828834580017, 0.8030825963334901]"
4414,Is there a bench in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.5350204111145569, 0.5350200284916403]"
4415,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.7153300643967224, 0.7153298939202779]"
4415,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.6075696350143982, 0.6075694177913216]"
4416,Is there a truck in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.7548112274216248, 0.7548033092122113]"
4416,Is there a truck in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.6332880259560181, 0.633282967933698]"
4417,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.909824788670404, 0.9098235957061532]"
4417,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.929348886113031, 0.9293476675487408]"
4418,Is there a car in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9653351307915284, 0.9653288016577304]"
4418,Is there a car in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9503505230949952, 0.9503439523346108]"
4419,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9398475886391237, 0.9398463563089116]"
4419,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9719323516892028, 0.9719311931527448]"
4420,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.7121278048561646, 0.7121237300993924]"
4420,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9207051397369934, 0.9206944934383212]"
4421,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.9719213844345642, 0.971918024532082]"
4421,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.975129246811731, 0.9751263407976256]"
4422,Is there a clock in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.7633740306900574, 0.7633710277242914]"
4422,Is there a clock in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8902276755379273, 0.8902089979070119]"
4423,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9945085645721984, 0.9945013328374238]"
4423,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9959716201828552, 0.9959610533952888]"
4424,Is there a bed in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8417407871292664, 0.8417345659275248]"
4424,Is there a bed in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9473275543259216, 0.947324053583068]"
4425,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.7717634440468384, 0.771761880100693]"
4425,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.6075800062225891, 0.6075786301289102]"
4426,Is there a bottle in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.8243335486458374, 0.8243306989499869]"
4426,Is there a bottle in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9637147785233092, 0.9637089195482228]"
4427,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9819687009857728, 0.9819622627954532]"
4427,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9793022275971008, 0.9792958068892766]"
4428,Is there a tv in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9865238667534424, 0.9865126945852132]"
4428,Is there a tv in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9873374105499816, 0.9873289362637448]"
4429,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9929661751793456, 0.9929653466830964]"
4429,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9919123650597168, 0.991911655687898]"
4430,Is there a sink in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.990985632042749, 0.9909809067541216]"
4430,Is there a sink in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.986950934033258, 0.9869471692129238]"
4431,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9901062847183776, 0.990103216040852]"
4431,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9889722467468812, 0.9889702426362368]"
4432,Is there a person in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9928517938660216, 0.9928482432505976]"
4432,Is there a person in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9879109860466552, 0.9879096906956116]"
4433,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9942538143204284, 0.994252984749818]"
4433,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.991917073826654, 0.9919164826971976]"
4434,Is there a bowl in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.5849990249680115, 0.584997490805512]"
4434,Is there a bowl in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.6858447791145874, 0.6858430622427258]"
4435,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.807977020840509, 0.8079757687825406]"
4435,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.7904238105820252, 0.7904223030472931]"
4436,Is there a scissors in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9571813345955444, 0.9571781397538702]"
4436,Is there a scissors in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9714825750397278, 0.9714792166541962]"
4437,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.994679868321283, 0.9946765483184988]"
4437,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9941580296562744, 0.9941560150368592]"
4438,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9947576523827149, 0.9947501816679506]"
4438,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.994594156842096, 0.9945900071713564]"
4439,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9732007385300232, 0.9731998105107942]"
4439,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9840635062264038, 0.9840629197772528]"
4440,Is there a tv in the image?,yes,yes,no,0.0,Stage 1,No,"[0.8902108074234558, 0.8902093218129062]"
4440,Is there a tv in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.924078405003412, 0.924077193349788]"
4441,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.983554780583246, 0.983542938546072]"
4441,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.984293520550592, 0.9842887098348384]"
4442,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.979935348133905, 0.9799206292399198]"
4442,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9004657865570618, 0.9004583799189274]"
4443,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9925151468323304, 0.9925120706889182]"
4443,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.98845773945318, 0.9884562077185424]"
4444,Is there a dining table in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9702028633164002, 0.970201822498674]"
4444,Is there a dining table in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9620556832359864, 0.962054765844396]"
4445,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.901862382988794, 0.9018617380167364]"
4445,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9136132002876832, 0.9136126558231418]"
4446,Is there a spoon in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8823837638901306, 0.8823805031397792]"
4446,Is there a spoon in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9755499959992004, 0.9755473213204509]"
4447,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9968632460640504, 0.9968612259626278]"
4447,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9959134460495545, 0.9959113091507272]"
4448,Is there an orange in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.763368547062738, 0.7633655441185436]"
4448,Is there an orange in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.5925063491867615, 0.5925019700458337]"
4449,Is there a dining table in the image?,no,no,yes,0.0,Stage 1,Yes,"[0.872292697529657, 0.8722910338506022]"
4449,Is there a dining table in the image?,no,no,yes,0.0,Stage 2,['Yes'],"[0.6825003624962402, 0.682498816717207]"
4450,Is there a cake in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.5194579363869263, 0.5194562644851604]"
4450,Is there a cake in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.6925181151436401, 0.6925165466756343]"
4451,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9913966060684754, 0.9913936515754882]"
4451,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9884524942444396, 0.988450726852491]"
4452,Is there a sink in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9195631147430968, 0.9195564279866512]"
4452,Is there a sink in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9668543339775636, 0.9668468423030624]"
4453,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9951441288994384, 0.9951385533689964]"
4453,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9953655005501344, 0.995357669299936]"
4454,Is there a bowl in the image?,yes,yes,no,0.0,Stage 1,Yes,"[0.5582306386040283, 0.5582287753640721]"
4454,Is there a bowl in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.6038140059517456, 0.6038132862097403]"
4455,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9584609271095824, 0.9584582992841664]"
4455,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9333314896629884, 0.9333287082117264]"
4456,Is there an oven in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.7744821907089783, 0.774472311960952]"
4456,Is there an oven in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.904577911000116, 0.904570470538356]"
4457,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9840424061821532, 0.9840345467118168]"
4457,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9873232246445252, 0.9873172221401488]"
4458,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9893235565231872, 0.9893141216974548]"
4458,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9901158214615418, 0.9901086216693308]"
4459,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9893181921051576, 0.9893174845885764]"
4459,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9863212705658508, 0.9863202124565617]"
4460,Is there a motorcycle in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.988281548123224, 0.9882724766717776]"
4460,Is there a motorcycle in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9877259136246276, 0.987719319941552]"
4461,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9865418673561646, 0.9865391625408512]"
4461,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9899660349892212, 0.9899630847595252]"
4462,Is there a parking meter in the image?,yes,yes,no,0.0,Stage 1,No,"[0.5736111999558045, 0.5736077810239844]"
4462,Is there a parking meter in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.5621022583054138, 0.5620983719085938]"
4463,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.99274879703985, 0.9927477320352156]"
4463,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9850110412643982, 0.9850102194056344]"
4464,Is there a traffic light in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9333768487976624, 0.9333579334685252]"
4464,Is there a traffic light in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9457536340759828, 0.9457288307944204]"
